area,construction_type,region,cimento,areia,tijolos
85.2,commercial,suburban,18.1,42.6,6.172
144.4,commercial,suburban,28.6,102.6,10.365
33.7,residential,suburban,6.2,22.5,2.062
26.9,commercial,urban,6.2,14.1,2.065
162.2,commercial,urban,31.2,107.4,11.225
140.1,industrial,urban,33.8,82.2,14.151
22.7,residential,suburban,4.6,14.9,1.394
203.5,commercial,rural,43.0,98.4,15.1
14.5,commercial,rural,3.3,9.2,0.943
11.6,residential,rural,2.5,6.4,0.599
43.2,residential,urban,9.1,25.2,2.603
217.6,commercial,suburban,41.7,123.3,14.417
118.9,residential,rural,23.2,65.0,6.914
50.2,commercial,urban,11.0,34.2,4.052
17.1,residential,suburban,3.3,11.6,1.07
125.0,residential,suburban,26.6,87.6,7.773
91.4,commercial,urban,19.6,61.7,7.331
439.7,industrial,rural,97.4,250.1,36.822
145.1,residential,urban,30.3,85.9,8.821
10.8,residential,urban,2.3,7.5,0.66
130.3,industrial,urban,28.5,91.4,12.999
29.8,residential,rural,5.4,15.2,1.804
326.7,commercial,rural,72.3,208.0,20.289
1.9,residential,suburban,0.4,1.3,0.116
27.2,industrial,urban,6.3,15.6,2.651
69.1,residential,rural,12.4,38.6,4.223
8.2,residential,rural,1.7,4.8,0.471
42.2,residential,rural,9.1,20.8,2.166
68.8,residential,suburban,12.6,47.8,4.082
59.2,commercial,rural,11.4,38.5,4.322
61.7,residential,suburban,12.5,33.8,3.984
211.2,residential,rural,46.2,103.5,13.043
70.4,industrial,rural,16.4,37.4,5.972
283.1,residential,urban,58.1,140.9,18.501
16.0,residential,urban,3.0,7.8,0.914
32.9,commercial,suburban,6.5,19.0,2.409
106.9,residential,urban,19.9,62.7,6.988
33.3,residential,suburban,6.4,18.7,2.01
42.7,residential,suburban,8.0,25.0,2.61
231.3,residential,suburban,44.8,130.3,14.921
77.3,industrial,urban,16.0,50.0,6.675
40.7,commercial,rural,8.5,28.0,2.858
149.9,residential,suburban,31.7,100.8,9.543
7.3,residential,urban,1.5,4.2,0.438
82.9,residential,urban,16.6,54.1,4.967
10.5,commercial,urban,2.2,7.1,0.779
19.5,residential,suburban,4.0,11.7,1.269
6.4,commercial,rural,1.3,3.5,0.436
232.0,residential,suburban,47.7,162.3,13.626
4.9,residential,rural,0.9,3.0,0.276
72.7,commercial,urban,15.1,39.5,5.536
25.5,commercial,urban,5.7,13.7,1.793
48.4,commercial,suburban,10.7,23.6,3.633
68.1,residential,suburban,14.8,43.2,4.355
59.8,residential,urban,12.4,40.6,3.697
137.9,residential,urban,25.8,96.6,9.036
242.9,residential,rural,52.7,125.1,14.74
35.7,commercial,urban,7.2,25.6,2.721
2.5,residential,urban,0.5,1.7,0.161
224.4,residential,suburban,49.2,111.2,12.517
385.3,industrial,urban,86.6,287.9,33.048
56.8,industrial,rural,11.6,42.3,4.817
60.8,commercial,suburban,13.2,43.7,4.677
15.6,residential,suburban,3.2,10.7,1.008
64.5,commercial,suburban,13.8,34.5,4.719
36.1,residential,rural,6.7,21.2,1.859
500.0,residential,urban,102.9,259.7,33.43
20.4,residential,urban,3.8,14.0,1.343
47.6,residential,urban,8.6,26.8,3.2
95.8,residential,rural,19.2,61.1,5.562
42.3,residential,suburban,8.6,21.9,2.288
64.3,residential,suburban,13.1,39.4,3.968
363.0,commercial,suburban,76.4,216.3,28.478
70.9,residential,rural,13.1,44.7,4.032
241.2,residential,rural,43.9,172.2,12.677
4.4,residential,urban,0.9,2.3,0.279
12.8,residential,urban,2.5,7.0,0.831
289.2,commercial,urban,64.5,147.8,23.542
13.8,industrial,suburban,3.0,8.9,1.14
133.4,residential,urban,25.5,95.8,7.999
59.1,commercial,rural,13.3,30.0,4.032
52.2,commercial,suburban,11.1,31.0,3.789
107.7,residential,urban,21.6,52.9,6.307
130.0,residential,rural,28.1,86.6,7.982
268.8,commercial,urban,51.7,169.9,21.689
29.7,commercial,urban,5.8,19.9,2.171
119.8,residential,suburban,24.6,64.5,7.095
41.9,commercial,suburban,8.7,28.7,2.836
126.4,residential,rural,26.4,66.5,6.407
15.3,residential,suburban,2.8,9.0,0.951
61.2,commercial,rural,13.4,43.6,4.392
20.3,residential,urban,4.0,10.1,1.244
41.0,industrial,suburban,9.6,25.6,3.847
125.7,commercial,urban,28.0,79.7,9.691
26.6,commercial,suburban,6.1,16.1,1.943
115.5,commercial,rural,23.3,75.1,7.439
68.5,residential,rural,12.9,47.9,4.088
9.7,residential,rural,2.0,6.9,0.537
48.9,residential,urban,9.2,35.0,3.316
203.4,residential,urban,43.9,110.7,12.135
453.7,residential,suburban,86.6,298.8,26.954
46.0,residential,suburban,8.4,30.8,2.737
5.6,commercial,urban,1.2,3.3,0.434
13.9,residential,urban,2.8,7.3,0.885
155.2,residential,suburban,31.6,76.2,8.647
106.6,residential,urban,20.1,54.3,7.021
33.5,residential,rural,6.9,19.5,1.967
49.6,commercial,urban,11.0,31.5,3.705
166.7,commercial,suburban,37.0,100.9,11.902
53.3,commercial,rural,11.2,36.4,3.684
141.0,commercial,urban,32.3,93.8,10.348
35.0,commercial,urban,7.7,18.4,2.81
129.0,residential,rural,23.3,64.8,7.506
62.8,commercial,urban,14.1,38.2,4.778
78.8,residential,suburban,15.2,48.8,5.043
91.3,residential,urban,18.9,44.2,5.53
59.9,industrial,rural,13.5,35.0,4.997
62.8,industrial,urban,14.8,42.5,5.779
30.9,residential,suburban,5.7,18.1,1.73
425.2,residential,rural,82.6,276.3,25.861
236.2,residential,suburban,49.6,131.7,15.074
74.9,residential,suburban,15.5,52.8,4.672
3.5,residential,urban,0.7,1.7,0.211
18.4,residential,rural,4.0,12.2,1.084
192.4,residential,suburban,36.9,129.4,10.952
267.1,residential,rural,51.6,192.1,13.566
17.6,residential,urban,3.5,9.8,1.048
132.6,residential,urban,28.4,80.5,7.64
97.6,residential,urban,20.1,51.1,6.189
36.2,commercial,rural,8.2,20.0,2.467
57.3,residential,suburban,12.3,39.3,3.375
113.1,commercial,rural,23.8,61.2,7.246
10.7,residential,suburban,2.1,7.7,0.596
21.0,industrial,suburban,4.6,12.6,1.819
3.4,industrial,suburban,0.8,1.9,0.327
232.5,residential,rural,41.9,130.0,11.997
85.3,residential,urban,18.5,56.8,5.701
74.1,residential,suburban,14.8,43.5,4.048
122.5,commercial,urban,28.0,67.0,9.674
445.2,residential,urban,83.0,241.5,26.513
18.9,residential,urban,3.5,11.2,1.279
14.3,commercial,rural,2.8,9.7,1.002
34.9,industrial,rural,7.5,26.2,2.648
234.3,residential,urban,50.7,124.5,13.953
53.0,residential,rural,11.2,32.8,3.053
157.7,residential,rural,33.3,78.1,8.695
22.7,commercial,urban,4.6,11.4,1.539
68.0,residential,urban,12.4,44.3,4.086
13.6,residential,suburban,2.6,8.9,0.839
53.3,residential,urban,11.1,29.0,3.098
30.4,commercial,urban,6.4,15.2,2.47
79.7,residential,suburban,14.8,44.9,4.378
151.6,residential,suburban,32.0,83.1,9.159
278.7,residential,urban,51.0,173.0,19.135
33.4,commercial,urban,6.5,19.9,2.431
135.9,industrial,suburban,32.5,74.8,12.134
216.8,residential,rural,42.4,145.3,11.494
13.3,industrial,urban,2.7,7.1,1.325
88.2,residential,urban,17.4,46.0,5.826
94.6,residential,urban,18.1,51.2,6.191
31.8,residential,urban,7.0,16.0,1.92
2.3,commercial,urban,0.5,1.2,0.174
29.7,residential,urban,5.6,15.0,1.785
87.9,residential,urban,17.3,56.5,5.966
21.9,industrial,rural,4.6,12.4,1.75
33.9,industrial,urban,7.6,21.8,3.388
123.1,industrial,suburban,26.4,87.2,11.357
50.8,commercial,suburban,10.2,36.4,3.795
6.8,residential,urban,1.2,3.7,0.43
50.9,residential,suburban,9.7,29.1,3.129
500.0,residential,rural,97.8,292.1,28.76
30.3,residential,rural,5.6,16.5,1.613
30.8,industrial,rural,7.0,15.6,2.508
18.6,residential,urban,3.5,11.4,1.123
31.7,residential,suburban,6.1,22.4,1.824
85.5,residential,urban,15.5,50.2,5.456
334.1,residential,urban,72.1,196.9,21.23
93.6,industrial,urban,20.4,51.6,8.025
52.7,industrial,urban,12.2,33.8,5.196
49.4,residential,suburban,10.7,34.1,2.925
2.5,commercial,rural,0.5,1.6,0.156
1.0,residential,suburban,0.2,0.5,0.055
159.6,industrial,urban,37.6,90.4,14.094
67.4,residential,urban,12.3,42.4,4.326
3.4,residential,urban,0.7,1.7,0.2
33.7,residential,urban,6.1,21.5,2.302
44.1,commercial,suburban,9.0,28.6,3.435
152.9,industrial,rural,31.4,94.9,13.254
57.0,industrial,rural,11.4,38.2,4.824
155.7,residential,suburban,30.3,82.0,10.099
100.4,residential,urban,20.2,65.0,6.354
3.4,residential,urban,0.7,1.8,0.231
346.4,commercial,urban,76.3,213.1,24.903
20.0,residential,suburban,4.4,10.7,1.19
32.2,industrial,urban,6.6,23.0,3.022
165.7,commercial,urban,32.8,113.7,11.204
21.1,commercial,urban,4.2,11.4,1.607
51.3,residential,rural,10.5,29.2,3.16
200.2,commercial,urban,41.8,122.6,15.08
101.4,commercial,urban,19.7,63.9,7.851
36.0,industrial,urban,8.4,26.2,3.681
103.3,residential,urban,21.2,53.9,6.273
167.5,commercial,urban,32.2,102.2,11.955
51.7,residential,urban,10.1,36.6,2.949
84.8,residential,suburban,15.6,59.6,5.246
441.7,commercial,urban,91.1,318.0,35.189
334.0,commercial,urban,69.6,223.3,25.356
71.1,residential,urban,14.6,48.7,4.561
10.1,residential,urban,2.0,7.2,0.665
120.6,residential,urban,21.9,75.8,8.284
31.3,residential,urban,6.3,15.5,1.958
110.7,commercial,urban,22.3,65.8,8.568
43.3,residential,urban,8.8,27.0,2.67
126.9,commercial,rural,28.2,85.9,8.025
45.8,residential,rural,9.6,27.9,2.642
283.4,residential,rural,60.6,181.8,17.286
14.7,commercial,rural,3.2,9.5,0.938
7.1,commercial,urban,1.5,4.5,0.544
152.0,residential,urban,28.7,95.4,9.769
51.3,industrial,rural,11.3,38.2,4.351
62.7,residential,rural,13.8,33.4,3.725
271.5,residential,urban,56.4,176.5,18.226
89.1,residential,rural,18.4,48.6,4.749
107.9,commercial,suburban,23.5,63.9,7.035
2.0,residential,suburban,0.4,1.4,0.121
111.0,commercial,urban,21.4,75.0,8.115
49.2,residential,suburban,10.6,24.8,2.828
61.7,residential,suburban,11.1,43.3,3.946
165.1,commercial,rural,36.4,92.8,12.208
74.2,commercial,suburban,16.8,51.6,5.314
433.3,industrial,urban,93.6,270.3,41.462
159.4,residential,urban,31.2,114.6,10.167
130.4,residential,rural,28.2,74.7,7.993
88.8,residential,urban,18.9,58.5,5.653
53.2,commercial,urban,10.7,34.4,4.377
5.4,industrial,urban,1.1,2.8,0.475
1.9,residential,suburban,0.4,1.0,0.118
4.8,commercial,urban,1.1,2.9,0.324
319.0,commercial,urban,73.6,196.2,24.384
39.0,residential,urban,7.4,19.2,2.294
120.6,commercial,urban,27.7,64.8,8.557
90.2,residential,suburban,19.3,57.2,5.127
84.8,residential,urban,16.0,55.9,4.852
86.6,commercial,urban,17.4,55.9,6.097
36.0,industrial,urban,7.7,24.8,3.068
217.6,commercial,urban,46.9,122.1,15.76
251.6,residential,urban,51.9,176.8,15.034
103.4,commercial,urban,19.8,62.2,8.431
199.5,residential,urban,36.7,105.2,13.586
6.2,residential,rural,1.2,3.8,0.358
10.6,residential,urban,2.3,5.4,0.664
81.9,commercial,suburban,17.1,41.1,6.418
187.4,residential,urban,36.4,117.6,12.056
37.9,residential,rural,7.7,19.6,2.199
79.4,residential,suburban,17.4,50.2,4.892
1.0,commercial,suburban,0.2,0.7,0.072
431.5,commercial,urban,90.5,270.2,35.509
145.7,industrial,urban,29.8,96.0,14.898
44.9,commercial,urban,9.6,31.4,3.618
407.5,residential,urban,81.0,203.6,26.887
9.7,residential,urban,1.8,5.3,0.606
62.4,commercial,rural,12.3,42.3,3.907
6.1,residential,rural,1.3,4.0,0.328
40.8,residential,urban,8.4,23.5,2.636
24.8,commercial,suburban,4.8,17.3,1.825
38.1,residential,urban,7.6,21.3,2.558
294.5,residential,urban,54.5,166.6,20.124
55.7,residential,rural,10.6,37.1,2.841
39.3,residential,urban,8.6,19.9,2.434
102.4,commercial,rural,19.4,64.3,7.686
115.0,residential,suburban,24.7,65.9,7.44
412.1,commercial,urban,89.2,256.6,28.253
79.0,residential,suburban,16.8,51.4,4.328
139.7,residential,suburban,28.2,74.4,7.913
48.2,residential,rural,10.2,30.7,2.91
18.8,industrial,suburban,4.3,14.1,1.623
56.2,residential,urban,10.6,28.6,3.385
54.3,residential,suburban,10.8,31.2,2.914
54.6,commercial,urban,10.5,32.0,4.268
118.9,residential,urban,24.8,62.7,7.369
52.1,residential,urban,10.5,31.9,2.985
308.3,residential,rural,63.6,194.5,15.706
406.0,commercial,urban,90.5,238.4,28.636
74.1,residential,urban,15.2,48.3,4.436
81.7,residential,suburban,15.0,49.5,4.387
52.4,residential,urban,9.6,37.2,3.239
43.9,commercial,urban,8.6,21.8,3.268
422.2,residential,rural,78.9,251.3,26.0
4.2,residential,urban,0.8,3.0,0.245
52.8,residential,urban,9.6,27.5,3.582
16.4,residential,urban,3.6,8.0,0.954
129.6,residential,rural,27.0,72.1,7.197
21.6,commercial,urban,4.4,10.9,1.626
216.0,commercial,urban,45.6,124.9,17.171
46.9,commercial,urban,9.0,32.5,3.4
249.1,industrial,urban,56.4,182.5,23.141
431.0,residential,suburban,91.6,252.4,24.577
147.5,residential,urban,27.1,80.1,9.358
97.6,residential,suburban,20.5,62.4,6.207
16.2,residential,rural,3.5,7.8,0.901
270.4,residential,rural,58.1,179.4,15.344
150.0,residential,urban,30.8,107.1,9.594
34.0,commercial,urban,7.4,23.5,2.679
63.2,residential,rural,12.2,38.6,3.31
7.0,residential,suburban,1.3,4.4,0.439
107.6,industrial,urban,25.3,78.6,10.043
13.4,industrial,urban,3.2,9.5,1.251
105.4,residential,urban,20.6,66.8,6.007
111.3,residential,urban,20.3,69.7,6.449
39.2,residential,urban,8.5,19.6,2.565
296.9,residential,suburban,63.1,159.5,15.997
150.9,industrial,urban,33.4,90.5,13.31
68.7,commercial,suburban,14.8,48.2,4.774
250.8,industrial,rural,54.0,129.6,19.908
193.7,residential,suburban,41.3,138.9,12.441
117.8,residential,urban,21.3,60.6,6.677
16.6,commercial,suburban,3.8,11.8,1.249
68.7,residential,urban,14.2,36.2,4.538
199.8,commercial,suburban,43.9,124.3,14.739
93.9,commercial,suburban,18.9,50.6,6.62
78.9,residential,suburban,16.6,41.9,4.716
310.6,commercial,rural,69.2,196.0,22.319
1.7,residential,rural,0.3,1.1,0.104
1.2,residential,urban,0.3,0.6,0.076
223.3,residential,urban,40.9,153.5,15.107
3.9,commercial,rural,0.8,2.2,0.275
40.4,residential,urban,8.4,25.3,2.767
257.7,residential,urban,51.3,160.2,15.038
117.5,residential,urban,24.2,71.4,6.888
104.5,residential,urban,22.4,57.4,6.157
107.0,residential,urban,20.5,52.0,7.222
38.2,residential,urban,7.9,18.6,2.456
75.6,residential,urban,15.5,39.1,4.291
99.4,residential,suburban,18.2,58.1,6.104
36.5,commercial,urban,7.5,26.0,2.898
158.7,residential,rural,34.6,79.9,8.152
38.8,commercial,suburban,8.9,21.1,2.817
7.4,commercial,rural,1.6,4.8,0.53
22.5,residential,urban,4.9,15.3,1.386
52.5,commercial,suburban,11.3,36.7,4.064
238.7,residential,urban,49.8,157.4,15.719
53.7,residential,urban,10.6,25.9,3.368
9.4,residential,urban,1.9,5.3,0.587
21.9,commercial,urban,4.7,12.9,1.631
78.6,industrial,rural,16.5,43.2,6.681
19.6,residential,suburban,3.7,12.4,1.228
6.6,residential,urban,1.5,3.4,0.396
125.5,commercial,suburban,24.6,66.9,9.458
153.4,residential,urban,29.5,93.7,10.145
190.1,residential,rural,39.0,98.9,10.901
185.7,residential,urban,34.4,117.1,12.564
47.7,residential,suburban,10.5,26.0,2.634
132.6,residential,rural,27.4,81.0,7.967
87.6,residential,suburban,19.0,48.6,4.967
2.4,residential,suburban,0.5,1.6,0.147
51.3,industrial,urban,10.6,35.2,4.39
5.4,industrial,suburban,1.2,2.8,0.496
8.7,industrial,urban,2.0,5.2,0.75
5.8,industrial,suburban,1.4,4.4,0.46
324.3,commercial,urban,66.4,179.1,22.343
185.9,residential,urban,40.1,98.1,11.066
57.8,residential,urban,11.3,35.4,3.623
28.5,residential,suburban,5.9,19.1,1.842
7.5,commercial,urban,1.5,4.9,0.61
56.4,residential,urban,12.0,39.4,3.688
91.7,commercial,urban,19.8,50.1,6.967
159.5,commercial,suburban,31.9,77.2,11.99
5.3,commercial,urban,1.1,3.6,0.378
54.1,residential,rural,10.8,30.1,3.061
376.6,residential,suburban,68.4,213.8,23.592
12.9,commercial,suburban,2.7,9.1,1.015
51.1,residential,urban,11.0,36.0,3.354
32.2,residential,urban,6.6,20.0,2.015
14.4,residential,rural,3.0,10.0,0.802
182.6,commercial,suburban,40.4,120.5,13.722
119.4,residential,urban,21.8,72.4,7.071
53.0,residential,urban,10.4,29.8,3.029
46.1,residential,suburban,9.0,25.5,2.91
175.9,residential,urban,37.9,113.4,10.131
9.5,commercial,urban,2.1,4.7,0.657
15.9,residential,urban,3.4,10.0,0.924
237.0,residential,rural,49.1,154.3,12.328
169.9,residential,suburban,31.8,94.5,9.616
149.1,residential,suburban,30.2,101.6,8.09
97.8,residential,suburban,19.7,63.1,5.374
34.6,residential,suburban,6.6,21.0,2.05
273.0,residential,suburban,59.0,151.7,15.31
67.7,industrial,rural,15.2,36.2,5.32
32.9,residential,rural,7.0,16.6,1.887
45.5,commercial,rural,9.4,32.6,3.21
1.7,residential,urban,0.4,1.1,0.114
29.5,residential,suburban,6.2,16.1,1.715
20.8,commercial,rural,4.4,13.2,1.428
14.6,industrial,suburban,3.5,9.9,1.366
3.3,residential,urban,0.7,1.8,0.222
25.7,residential,urban,4.8,13.5,1.676
10.9,commercial,rural,2.3,6.7,0.713
4.6,industrial,urban,1.0,2.7,0.389
14.8,industrial,urban,3.1,11.0,1.314
22.6,residential,rural,4.7,14.5,1.24
53.8,commercial,suburban,11.3,37.6,3.915
87.6,commercial,urban,19.1,58.7,6.14
38.9,residential,urban,7.3,22.4,2.441
15.2,residential,urban,3.1,10.5,0.972
281.9,residential,urban,59.5,172.9,17.001
72.3,residential,urban,14.9,43.9,4.114
135.4,commercial,urban,28.8,69.2,9.281
118.6,residential,urban,25.9,76.0,6.993
33.5,commercial,rural,7.6,21.3,2.452
82.1,residential,urban,14.9,41.7,5.028
92.2,residential,urban,19.0,65.0,5.317
43.4,residential,urban,8.6,27.8,2.843
111.1,commercial,suburban,23.1,75.2,7.508
156.4,commercial,suburban,31.1,81.3,10.375
45.3,commercial,rural,8.8,29.9,3.19
1.5,residential,suburban,0.3,0.8,0.088
43.0,commercial,rural,9.7,29.3,2.755
12.4,residential,suburban,2.7,6.0,0.778
16.9,residential,rural,3.1,8.5,0.936
45.6,industrial,urban,10.4,25.0,4.071
23.3,residential,urban,4.6,15.8,1.545
273.2,residential,urban,50.9,162.4,18.66
105.8,residential,urban,23.2,73.0,6.957
73.1,residential,urban,14.0,42.8,4.73
1.0,commercial,suburban,0.2,0.6,0.066
10.9,commercial,urban,2.2,6.2,0.873
155.3,residential,urban,28.1,86.6,9.95
49.4,industrial,suburban,10.7,26.9,4.602
4.7,residential,suburban,0.9,2.6,0.296
174.6,residential,urban,31.8,86.5,11.51
36.0,commercial,urban,7.2,24.7,2.445
48.8,residential,rural,10.6,27.4,3.014
366.4,commercial,rural,74.4,236.4,25.667
1.6,residential,urban,0.3,0.9,0.1
127.8,residential,urban,27.8,80.5,8.25
297.4,commercial,suburban,64.2,184.0,22.102
6.6,industrial,urban,1.3,3.5,0.663
201.0,residential,rural,38.3,111.6,11.244
53.8,residential,suburban,9.9,35.3,3.271
210.4,commercial,urban,46.3,111.2,14.515
36.9,industrial,urban,7.5,19.1,3.233
405.5,residential,rural,77.4,211.8,21.227
104.1,residential,rural,19.4,70.6,5.822
98.6,residential,suburban,18.0,48.1,6.191
163.9,commercial,urban,31.9,91.3,11.735
57.4,commercial,urban,11.7,33.4,4.525
29.9,residential,suburban,6.1,19.6,1.625
30.5,residential,urban,5.5,16.5,1.933
40.1,residential,suburban,7.4,19.4,2.196
96.1,residential,urban,20.4,59.4,5.503
182.3,commercial,rural,39.2,127.8,13.336
69.2,residential,rural,13.5,45.9,3.785
51.7,commercial,urban,11.3,26.9,3.903
157.9,residential,suburban,30.1,96.4,9.616
34.2,residential,rural,7.5,16.9,2.088
116.8,residential,urban,24.4,58.0,7.684
11.2,commercial,urban,2.2,6.7,0.758
12.0,commercial,urban,2.4,8.1,0.862
103.3,residential,urban,21.1,62.8,7.026
8.6,residential,rural,1.6,5.3,0.459
16.8,residential,urban,3.1,8.9,1.041
97.9,residential,rural,21.5,48.8,5.822
57.7,residential,urban,10.6,40.6,3.839
82.4,residential,urban,14.9,46.1,4.704
377.0,residential,suburban,70.8,237.4,24.27
100.0,residential,urban,20.9,54.1,6.359
89.4,residential,urban,18.1,46.0,5.757
47.8,commercial,rural,9.1,31.8,3.407
99.7,residential,urban,18.4,54.2,5.715
1.3,residential,urban,0.2,0.9,0.078
81.5,residential,urban,16.5,51.3,5.183
7.1,residential,rural,1.4,4.5,0.374
24.9,commercial,urban,4.9,16.7,1.754
82.8,residential,urban,16.0,55.6,5.183
110.2,industrial,urban,24.2,57.0,10.128
48.6,industrial,urban,11.7,32.8,4.455
54.3,residential,suburban,11.4,27.9,3.442
68.9,residential,urban,12.8,45.0,3.904
142.3,industrial,urban,33.1,72.7,12.154
1.8,commercial,urban,0.4,0.9,0.123
59.3,commercial,rural,12.0,35.1,3.712
1.4,commercial,suburban,0.3,1.0,0.092
38.4,commercial,urban,7.6,19.0,2.666
73.4,commercial,suburban,15.7,41.1,5.613
8.3,residential,suburban,1.6,5.1,0.489
66.4,residential,suburban,14.0,38.7,3.817
258.5,residential,rural,50.2,165.6,15.439
115.6,residential,urban,20.9,62.9,6.605
152.4,residential,rural,30.3,76.1,8.981
86.8,commercial,urban,18.5,56.2,6.8
226.7,residential,urban,49.6,126.5,14.926
15.9,commercial,suburban,3.6,10.5,1.194
59.7,residential,urban,10.8,40.1,3.989
90.9,residential,urban,17.1,59.4,5.438
206.7,residential,rural,44.6,106.8,12.787
36.8,commercial,urban,7.0,19.7,2.826
1.0,residential,rural,0.2,0.7,0.059
366.6,commercial,urban,78.3,218.4,29.389
2.6,industrial,urban,0.6,1.8,0.233
16.5,residential,urban,3.0,10.6,0.973
54.8,residential,suburban,10.3,27.3,3.31
68.6,residential,suburban,13.5,35.9,4.209
179.9,residential,urban,32.9,108.0,12.228
59.4,residential,urban,13.0,30.7,3.595
79.3,commercial,suburban,16.0,52.1,5.713
22.3,industrial,urban,4.6,13.4,2.135
84.2,residential,rural,16.6,51.4,4.429
42.8,residential,urban,9.0,20.9,2.537
10.4,industrial,rural,2.2,5.5,0.911
292.7,residential,suburban,63.6,161.7,16.063
8.5,residential,rural,1.6,4.1,0.499
113.3,residential,urban,23.6,57.3,6.538
238.8,residential,urban,45.5,170.5,16.1
19.7,residential,urban,4.0,12.9,1.253
27.1,residential,urban,5.3,16.6,1.593
55.6,industrial,urban,12.3,28.0,5.146
34.9,commercial,urban,7.5,19.1,2.489
142.3,residential,urban,30.9,68.9,8.207
41.3,residential,rural,8.0,20.6,2.549
425.7,commercial,suburban,96.8,281.7,30.202
195.7,residential,urban,42.5,126.8,12.129
225.7,residential,rural,45.4,135.5,13.261
6.6,commercial,suburban,1.4,3.3,0.431
19.4,residential,suburban,3.6,13.0,1.244
18.6,residential,rural,3.7,13.4,1.133
111.5,residential,urban,21.5,65.6,7.246
